celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_judge_score,week2_avg_judge_score,week3_avg_judge_score,week4_avg_judge_score,week5_avg_judge_score,week6_avg_judge_score,week7_avg_judge_score,week8_avg_judge_score,week9_avg_judge_score,week10_avg_judge_score,week11_avg_judge_score,week1_all_judge_score,week2_all_judge_score,week3_all_judge_score,week4_all_judge_score,week5_all_judge_score,week6_all_judge_score,week7_all_judge_score,week8_all_judge_score,week9_all_judge_score,week10_all_judge_score,week11_all_judge_score,week1_rank_judge_score,week2_rank_judge_score,week3_rank_judge_score,week4_rank_judge_score,week5_rank_judge_score,week6_rank_judge_score,week7_rank_judge_score,week8_rank_judge_score,week9_rank_judge_score,week10_rank_judge_score,week11_rank_judge_score,week1_percent_judge_score,week2_percent_judge_score,week3_percent_judge_score,week4_percent_judge_score,week5_percent_judge_score,week6_percent_judge_score,week7_percent_judge_score,week8_percent_judge_score,week9_percent_judge_score,week10_percent_judge_score,week11_percent_judge_score
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8,7,7,NA,8,8,8,NA,9,7,9,NA,10,9,10,NA,10,10,10,NA,10,9,10,10,9,9,9,NA,10,10,10,NA,9.5,9.5,10,NA,10,10,10,10,NA,NA,NA,NA,7.333333333333333,8,8.333333333333334,9.666666666666666,10,9.75,9,10,9.666666666666666,10,NA,22,24,25,29,30,39,27,30,29,40,NA,1,1,2,1,1,2,4,1,1,1,NA,0.09205020920502092,0.08775137111517367,0.10245901639344263,0.1070110701107011,0.11494252873563218,0.12745098039215685,0.12558139534883722,0.19169329073482427,0.21481481481481482,0.2557729554628947,NA
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6,6,6,NA,6.5,6,6.5,NA,7,7,7,NA,7,8,8,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,6,6.333333333333333,7,7.666666666666667,NA,NA,NA,NA,NA,NA,NA,18,19,21,23,NA,NA,NA,NA,NA,NA,NA,7,11,6,10,NA,NA,NA,NA,NA,NA,NA,0.07531380753138076,0.06946983546617916,0.0860655737704918,0.08487084870848709,NA,NA,NA,NA,NA,NA,NA
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7,7,6,NA,6.5,6.5,6.5,NA,7,7,7,NA,8,8,8,NA,9,9,9,NA,9,9,9,9,8,8,8,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,6.666666666666667,6.5,7,8,9,9,8,NA,NA,NA,NA,20,19.5,21,24,27,36,24,NA,NA,NA,NA,4,9,6,4,4,4,8,NA,NA,NA,NA,0.08368200836820083,0.0712979890310786,0.0860655737704918,0.08856088560885608,0.10344827586206896,0.11764705882352941,0.11162790697674418,NA,NA,NA,NA
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5,5,5,NA,6.5,6,7,NA,7,7,7,NA,8,8,8,NA,9,8,8,NA,9,9,10,9,8,8,8.5,NA,8.5,8.5,8.5,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,5,6.5,7,8,8.333333333333334,9.25,8.166666666666666,8.5,NA,NA,NA,15,19.5,21,24,25,37,24.5,25.5,NA,NA,NA,12,9,6,4,6,3,7,4,NA,NA,NA,0.06276150627615062,0.0712979890310786,0.0860655737704918,0.08856088560885608,0.09578544061302682,0.12091503267973856,0.11395348837209303,0.16293929712460065,NA,NA,NA
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7,6,6,NA,7.5,7,7.5,NA,8,7,7,NA,9,9,9,NA,9,9,9,NA,8,8,7,8,9.5,9.5,9.5,NA,8,8,8,NA,9,9.5,9.5,NA,0,0,0,0,NA,NA,NA,NA,6.333333333333333,7.333333333333333,7.333333333333333,9,9,7.75,9.5,8,9.333333333333334,NA,NA,19,22,22,27,27,31,28.5,24,28,NA,NA,5,6,5,2,4,6,2,5,3,NA,NA,0.0794979079497908,0.08043875685557587,0.09016393442622951,0.0996309963099631,0.10344827586206896,0.10130718954248366,0.1325581395348837,0.15335463258785942,0.2074074074074074,NA,NA
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5,4,5,NA,6,5,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,4.666666666666667,5.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058577405857740586,0.062157221206581355,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7,8,7,NA,7.5,7.5,7.5,NA,9,9,9,NA,9,8,9,NA,9,10,9,NA,10,10,10,10,8.5,8.5,8.5,NA,9.5,8.5,9,NA,9.5,9,10,NA,10,10,10,10,NA,NA,NA,NA,7.333333333333333,7.5,9,8.666666666666666,9.333333333333334,10,8.5,9,9.5,10,NA,22,22.5,27,26,28,40,25.5,27,28.5,40,NA,1,4,1,3,3,1,6,2,2,1,NA,0.09205020920502092,0.08226691042047532,0.11065573770491803,0.0959409594095941,0.10727969348659004,0.13071895424836602,0.1186046511627907,0.17252396166134185,0.2111111111111111,0.2557729554628947,NA
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6,5,6,NA,7,6.5,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,5.666666666666667,6.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07112970711297072,0.07495429616087751,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6,6,6,NA,7,6,6,NA,7,7,7,NA,8,7,7,NA,7,8,7,NA,7,6,7,6,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,6,6.333333333333333,7,7.333333333333333,7.333333333333333,6.5,NA,NA,NA,NA,NA,18,19,21,22,22,26,NA,NA,NA,NA,NA,7,11,6,11,10,9,NA,NA,NA,NA,NA,0.07531380753138076,0.06946983546617916,0.0860655737704918,0.08118081180811808,0.0842911877394636,0.08496732026143791,NA,NA,NA,NA,NA
Drew Scott,Emma Slater,TV Personality,NA,Canada,39,25,Eliminated Week 10,4,6,5,5,NA,7,6.5,7,NA,8,7,8,NA,8,8,8,NA,9,8,8,NA,7,7,9,7,9.5,9.5,9.5,NA,8,7.5,8,NA,8,8,8,NA,9,9.5,9.5,9.5,NA,NA,NA,NA,5.333333333333333,6.833333333333333,7.666666666666667,8,8.333333333333334,7.5,9.5,7.833333333333333,8,9.375,NA,16,20.5,23,24,25,30,28.5,23.5,24,37.5,NA,11,7,3,4,6,8,2,6,5,4,NA,0.06694560669456066,0.07495429616087751,0.0942622950819672,0.08856088560885608,0.09578544061302682,0.09803921568627451,0.1325581395348837,0.1501597444089457,0.17777777777777778,0.2397871457464638,NA
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,NA,Philippines,36,25,Eliminated Week 7,7,7,7,7,NA,8,8,7.5,NA,7,8,8,NA,8,8,8,NA,8,8,8,NA,9,9,9,9,9,9,9,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,7,7.833333333333333,7.666666666666667,8,8,9,9,NA,NA,NA,NA,21,23.5,23,24,24,36,27,NA,NA,NA,NA,3,3,3,4,8,4,4,NA,NA,NA,NA,0.08786610878661087,0.08592321755027423,0.0942622950819672,0.08856088560885608,0.09195402298850575,0.11764705882352941,0.12558139534883722,NA,NA,NA,NA
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6,7,6,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09047619047619047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6,6,6,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08571428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6,5,6,NA,7.5,8,7,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.666666666666667,7.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08095238095238096,0.1102803738317757,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7,6,7,NA,8.5,9.5,8.5,8.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666666666667,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09523809523809523,0.1308411214953271,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7,7,7,NA,7.5,8.5,8,7.5,7,8,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7.875,7.25,NA,NA,NA,NA,NA,NA,NA,NA,21,31.5,29,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11775700934579439,0.13744075829383887,NA,NA,NA,NA,NA,NA,NA,NA
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7,7,7,NA,8.5,8.5,8,8,8,9,7,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8.25,8.25,NA,NA,NA,NA,NA,NA,NA,NA,21,33,33,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1233644859813084,0.15639810426540285,NA,NA,NA,NA,NA,NA,NA,NA
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7,8,8,NA,9,10,9,9,9,9,8,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.666666666666667,9.25,8.75,NA,NA,NA,NA,NA,NA,NA,NA,23,37,35,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.10952380952380952,0.1383177570093458,0.16587677725118483,NA,NA,NA,NA,NA,NA,NA,NA
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8,8,7,NA,8,9,8,8,8.5,9.5,8.5,8.5,9,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.666666666666667,8.25,8.75,9.333333333333334,NA,NA,NA,NA,NA,NA,NA,23,33,35,28,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,0.10952380952380952,0.1233644859813084,0.16587677725118483,0.32748538011695905,NA,NA,NA,NA,NA,NA,NA
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8,8,8,NA,7.5,8,8,8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7.875,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,24,31.5,38,28.5,NA,NA,NA,NA,NA,NA,NA,1,6,2,2,NA,NA,NA,NA,NA,NA,NA,0.11428571428571428,0.11775700934579439,0.18009478672985782,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8,8,8,NA,9,9.5,9,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9.25,10.25,9.666666666666666,NA,NA,NA,NA,NA,NA,NA,24,37,41,29,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.11428571428571428,0.1383177570093458,0.1943127962085308,0.3391812865497076,NA,NA,NA,NA,NA,NA,NA
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,NA,Argentina,39,27,Eliminated Week 8,5,7,7,8,NA,9,8,9,NA,10,10,10,NA,8,8,8,NA,10,9,10,NA,10,10,10,NA,9.5,9,9.5,NA,10,10,10,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.333333333333333,8.666666666666666,10,8,9.666666666666666,10,9.333333333333334,10,NA,NA,NA,22,26,30,24,29,30,28,30,NA,NA,NA,3,1,1,5,1,1,3,1,NA,NA,NA,0.08627450980392157,0.09611829944547134,0.11070110701107011,0.10344827586206896,0.13063063063063063,0.13100436681222707,0.12873563218390804,0.18633540372670807,NA,NA,NA
Evanna Lynch,Keo Motsepe,Actor/Actress,NA,Ireland,27,27,3rd Place,3,7,5,6,NA,8,8,8,NA,9,9,9,NA,8,8,8,NA,8,8,8,NA,10,9,10,NA,10,9.5,10,NA,10,9.5,9.5,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,9,8,8,9.666666666666666,9.833333333333334,9.666666666666666,10,NA,NA,18,24,27,24,24,29,29.5,29,30,NA,NA,9,5,2,5,6,3,1,2,1,NA,NA,0.07058823529411765,0.08872458410351201,0.0996309963099631,0.10344827586206896,0.10810810810810811,0.12663755458515283,0.135632183908046,0.18012422360248448,0.2597402597402597,NA,NA
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,NA,7,6.5,7,NA,8,7,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.833333333333333,7.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,19.5,20.5,22,NA,NA,NA,NA,NA,NA,NA,NA,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,0.07647058823529412,0.07578558225508318,0.08118081180811808,NA,NA,NA,NA,NA,NA,NA,NA
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7,5,6,NA,7.5,6.5,7.5,NA,7,7,7,NA,7,7,7,NA,8,8,8,NA,6,7,6,NA,9,9,9,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.166666666666667,7,7,8,6.333333333333333,9,NA,NA,NA,NA,18,21.5,21,21,24,19,27,NA,NA,NA,NA,9,8,10,8,6,9,5,NA,NA,NA,NA,0.07058823529411765,0.07948243992606285,0.07749077490774908,0.09051724137931035,0.10810810810810811,0.08296943231441048,0.12413793103448276,NA,NA,NA,NA
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7,6,7,NA,9,8,9,NA,9,9,9,NA,10,9,10,NA,9,8,10,NA,10,10,10,NA,10,9,10,NA,9,9,9.5,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666666666667,8.666666666666666,9,9.666666666666666,9,10,9.666666666666666,9.166666666666666,10,NA,NA,20,26,27,29,27,30,29,27.5,30,NA,NA,5,1,2,1,3,1,2,4,1,NA,NA,0.0784313725490196,0.09611829944547134,0.0996309963099631,0.125,0.12162162162162163,0.13100436681222707,0.13333333333333333,0.17080745341614906,0.2597402597402597,NA,NA
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6,6,6,NA,6.5,6,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07058823529411765,0.06839186691312385,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7,6.5,NA,8,7.5,7.5,NA,8,8,8,NA,9,8,9,NA,9,8,8,NA,8,8,8,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666666666667,7.666666666666667,8,8.666666666666666,8.333333333333334,8,NA,NA,NA,NA,NA,20,23,24,26,25,24,NA,NA,NA,NA,NA,5,7,7,2,5,6,NA,NA,NA,NA,NA,0.0784313725490196,0.08502772643253234,0.08856088560885608,0.11206896551724138,0.11261261261261261,0.10480349344978165,NA,NA,NA,NA,NA
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8,7,8,NA,8,7.5,8,NA,9,8,9,NA,7,7,8,NA,9,8,9,NA,8,9,9,NA,9,8.5,9,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.666666666666667,7.833333333333333,8.666666666666666,7.333333333333333,8.666666666666666,8.666666666666666,8.833333333333334,NA,NA,NA,NA,23,23.5,26,22,26,26,26.5,NA,NA,NA,NA,1,6,5,7,4,5,6,NA,NA,NA,NA,0.09019607843137255,0.08687615526802218,0.0959409594095941,0.09482758620689655,0.11711711711711711,0.11353711790393013,0.12183908045977011,NA,NA,NA,NA
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6,5.5,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06862745098039216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7,6,7,NA,7,6,6.5,NA,8,7,8,NA,7,6,7,NA,7,7,7,NA,8,7,7,NA,9,8.5,9,NA,7.5,7.5,7.5,NA,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666666666667,6.5,7.666666666666667,6.666666666666667,7,7.333333333333333,8.833333333333334,7.5,9,NA,NA,20,19.5,23,20,21,22,26.5,22.5,27,NA,NA,5,10,8,9,8,7,6,6,4,NA,NA,0.0784313725490196,0.07208872458410351,0.08487084870848709,0.08620689655172414,0.0945945945945946,0.09606986899563319,0.12183908045977011,0.13975155279503104,0.23376623376623376,NA,NA
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8,7,8,NA,9,8,9,NA,9,9,9,NA,9,8,9,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.666666666666667,8.666666666666666,9,8.666666666666666,NA,NA,NA,NA,NA,NA,NA,23,26,27,26,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,0.09019607843137255,0.09611829944547134,0.0996309963099631,0.11206896551724138,NA,NA,NA,NA,NA,NA,NA
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7,7.5,7.5,NA,8,8.5,8,NA,9,8,9,NA,8,8,9,NA,10,9,10,NA,9,9,9,NA,9,9,9.5,NA,9.5,9.5,10,NA,9.5,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.333333333333333,8.166666666666666,8.666666666666666,8.333333333333334,9.666666666666666,9,9.166666666666666,9.666666666666666,9.5,NA,NA,22,24.5,26,25,29,27,27.5,29,28.5,NA,NA,3,4,5,4,1,4,4,2,3,NA,NA,0.08627450980392157,0.09057301293900184,0.0959409594095941,0.10775862068965517,0.13063063063063063,0.11790393013100436,0.12643678160919541,0.18012422360248448,0.24675324675324675,NA,NA
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5,4,5,NA,5.5,6,6,NA,6,6,6,NA,5,5,5,NA,6,5,6,NA,8,7,7,NA,8,7.5,8,NA,8,7.5,7.5,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.666666666666667,5.833333333333333,6,5,5.666666666666667,7.333333333333333,7.833333333333333,7.666666666666667,NA,NA,NA,14,17.5,18,15,17,22,23.5,23,NA,NA,NA,13,12,11,10,9,7,8,5,NA,NA,NA,0.054901960784313725,0.06469500924214418,0.06642066420664207,0.06465517241379311,0.07657657657657657,0.09606986899563319,0.10804597701149425,0.14285714285714285,NA,NA,NA
